date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:30:37	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2019:30:37%20GMT	https://expresscourierlimited.com/index7cc7.html?p=547	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/index7cc77cc7.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/index.html)
21:30:37	73/73	---M--	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed4a31.json?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2F	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed4a315f6f.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/index.html)
21:30:37	132/132	---M--	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed6992?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2F&format=xml	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed699254d3.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/index.html)
21:30:38	86200/86200	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2019/05/TimeCritical_Nextflight-1.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2019/05/TimeCritical_Nextflight-1.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/index.html)
21:30:38	35705/35705	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2020/10/ground-freight-Semi-Trailer-Truck-On-The-Road.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2020/10/ground-freight-Semi-Trailer-Truck-On-The-Road.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/index.html)
21:30:38	101985/101985	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2019/05/AirFreight_Leaders_-1.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2019/05/AirFreight_Leaders_-1.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/index.html)
21:30:38	49054/49054	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2019/05/Retail_3_customer.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2019/05/Retail_3_customer.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/index.html)
21:30:38	32586/32586	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/elementor/thumbs/white-glove-special-handling-engineers-e1600717103694-p3p968xtvwu8x1shzeukb2k7a4n7tppcqn8z20b79w.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/elementor/thumbs/white-glove-special-handling-engineers-e1600717103694-p3p968xtvwu8x1shzeukb2k7a4n7tppcqn8z20b79w.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/index.html)
21:30:39	28375/28375	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/elementor/thumbs/Ocean-Freight-Logistics-Cargo-Ship-p3p968xtvwu8x1shzeukb2k7a4n7tppcqn8z20b79w.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/elementor/thumbs/Ocean-Freight-Logistics-Cargo-Ship-p3p968xtvwu8x1shzeukb2k7a4n7tppcqn8z20b79w.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/index.html)
21:30:39	20335/20335	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2020/02/Kitting-solutions-for-Retail-Logistics.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2020/02/Kitting-solutions-for-Retail-Logistics.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/index.html)
21:30:40	226499/226499	---M-Z	200	added ('OK')	text/css	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/cache/min/1/37f8011b755ca5643cd35e234f3d6e00.css	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/cache/min/1/37f8011b755ca5643cd35e234f3d6e00.css	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/time-critical-logistics/index.html)
21:30:40	5488/5488	---M-Z	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/wp/v2/pages/820.json	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/wp/v2/pages/820.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/time-critical-logistics/index.html)
21:30:40	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2019:30:40%20GMT	https://expresscourierlimited.com/indexccf0.html?p=820	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/indexccf0ccf0.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/time-critical-logistics/index.html)
21:30:40	73/73	---M--	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embedea10.json?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Ftime-critical-logistics%2F	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embedea100ecb.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/time-critical-logistics/index.html)
21:30:40	132/132	---M--	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed7b99?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Ftime-critical-logistics%2F&format=xml	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed7b9985f9.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/time-critical-logistics/index.html)
21:30:41	55365/55365	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2019/10/Time-Critical-Airplane-Shipment-Next-Flight-Out-NFO.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2019/10/Time-Critical-Airplane-Shipment-Next-Flight-Out-NFO.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/time-critical-logistics/index.html)
21:30:41	436/436	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/industry-expertise/medical/index.html	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/industry-expertise/medical/index.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/time-critical-logistics/index.html)
21:30:41	27440/27440	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2019/10/Time-Critical-On-Board-Courier-Hand-Carry-Delivery.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2019/10/Time-Critical-On-Board-Courier-Hand-Carry-Delivery.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/time-critical-logistics/index.html)
21:30:42	5527/5527	---M-Z	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/wp/v2/pages/834.json	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/wp/v2/pages/834.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/air-freight/index.html)
21:30:42	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2019:30:42%20GMT	https://expresscourierlimited.com/indexe9c6.html?p=834	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/indexe9c6e9c6.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/air-freight/index.html)
21:30:42	73/73	---M--	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embedc381.json?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Fair-freight%2F	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embedc381848b.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/air-freight/index.html)
21:30:42	132/132	---M--	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed8208?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Fair-freight%2F&format=xml	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed82084963.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/air-freight/index.html)
21:30:43	101985/101985	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2019/05/AirFreight_Leaders_.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2019/05/AirFreight_Leaders_.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/air-freight/index.html)
21:30:43	106166/106166	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2019/05/AirFreight_Charter_-2.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2019/05/AirFreight_Charter_-2.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/air-freight/index.html)
21:30:43	5387/5387	---M-Z	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/wp/v2/pages/1068.json	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/wp/v2/pages/1068.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/ground-freight/index.html)
21:30:44	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2019:30:44%20GMT	https://expresscourierlimited.com/index8600.html?p=1068	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/index86008600.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/ground-freight/index.html)
21:30:44	73/73	---M--	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed0052.json?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Fground-freight%2F	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed00526a66.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/ground-freight/index.html)
21:30:44	132/132	---M--	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embede097?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Fground-freight%2F&format=xml	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embede09729d4.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/ground-freight/index.html)
21:30:45	5395/5395	---M-Z	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/wp/v2/pages/1077.json	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/wp/v2/pages/1077.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/managed-pickup-delivery/index.html)
21:30:45	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2019:30:45%20GMT	https://expresscourierlimited.com/index8146.html?p=1077	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/index81468146.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/managed-pickup-delivery/index.html)
21:30:45	73/73	---M--	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embedfec6.json?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Fmanaged-pickup-delivery%2F	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embedfec6163b.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/managed-pickup-delivery/index.html)
21:30:45	132/132	---M--	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed17fd?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Fmanaged-pickup-delivery%2F&format=xml	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed17fd6f9b.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/managed-pickup-delivery/index.html)
21:30:46	5375/5375	---M-Z	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/wp/v2/pages/1073.json	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/wp/v2/pages/1073.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/white-glove/index.html)
21:30:46	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2019:30:46%20GMT	https://expresscourierlimited.com/index4c5b.html?p=1073	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/index4c5b4c5b.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/white-glove/index.html)
21:30:46	73/73	---M--	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embeddca9.json?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Fwhite-glove%2F	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embeddca94749.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/white-glove/index.html)
21:30:46	132/132	---M--	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed09af?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Fwhite-glove%2F&format=xml	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed09aff0ca.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/white-glove/index.html)
21:30:47	37126/37126	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2020/09/white-glove-special-handling-engineers-e1600717103694.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2020/09/white-glove-special-handling-engineers-e1600717103694.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/white-glove/index.html)
21:30:47	5412/5412	---M-Z	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/wp/v2/pages/1085.json	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/wp/v2/pages/1085.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/ocean-freight/index.html)
21:30:47	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2019:30:47%20GMT	https://expresscourierlimited.com/indexbb4b.html?p=1085	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/indexbb4bbb4b.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/ocean-freight/index.html)
21:30:47	73/73	---M--	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embeda6dd.json?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Focean-freight%2F	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embeda6dd1db8.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/ocean-freight/index.html)
21:30:48	132/132	---M--	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed6d9d?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Focean-freight%2F&format=xml	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed6d9d9842.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/ocean-freight/index.html)
21:30:49	49475/49475	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2020/02/Ocean-Freighter-Shipping-Containers-Experience.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2020/02/Ocean-Freighter-Shipping-Containers-Experience.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/ocean-freight/index.html)
21:30:49	5450/5450	---M-Z	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/wp/v2/pages/1095.json	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/wp/v2/pages/1095.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/small-package-solutions/index.html)
21:30:49	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2019:30:49%20GMT	https://expresscourierlimited.com/index08f3.html?p=1095	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/index08f308f3.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/small-package-solutions/index.html)
21:30:49	73/73	---M--	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embedf841.json?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Fsmall-package-solutions%2F	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embedf8413108.json	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/small-package-solutions/index.html)
21:30:49	132/132	---M--	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed7fa4?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Ffreight-forwarding%2Fsmall-package-solutions%2F&format=xml	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed7fa4a7ac.html	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/small-package-solutions/index.html)
21:30:50	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2019:30:50%20GMT	https://expresscourierlimited.com/wp-content/uploads/2020/02/Small-Package-Delivery-Express%20Courier%20Limited%20%20-Employee.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2020/02/Small-Package-Delivery-Express%20Courier%20Limited%20%20-Employee.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/small-package-solutions/index.html)
21:30:50	42910/42910	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2020/02/Small-Package-Warehouse-Shipment.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2020/02/Small-Package-Warehouse-Shipment.jpg	(from https://expresscourierlimited.com/our-solutions/freight-forwarding/small-package-solutions/index.html)
21:30:51	697843/697843	---M-Z	200	added ('OK')	text/css	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/cache/min/1/8fec511e89e8e0c13804b803bf0b0598.css	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/cache/min/1/8fec511e89e8e0c13804b803bf0b0598.css	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/index.html)
21:30:51	34983/34983	---M-Z	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/wp/v2/pages/586.json	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/wp/v2/pages/586.json	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/index.html)
21:30:51	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2019:30:51%20GMT	https://expresscourierlimited.com/index0ced.html?p=586	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/index0ced0ced.html	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/index.html)
21:30:51	73/73	---M--	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed8d53.json?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Fwarehousing-distribution%2F	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed8d53d408.json	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/index.html)
21:30:52	132/132	---M--	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed3ff5?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Fwarehousing-distribution%2F&format=xml	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed3ff5d522.html	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/index.html)
21:30:52	665/665	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/our-solutions/specialized-services/index.html	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/our-solutions/specialized-services/index.html	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/index.html)
21:30:52	74307/74307	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2019/05/GlobalCustoms_Team_.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2019/05/GlobalCustoms_Team_.jpg	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/index.html)
21:30:52	62150/62150	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2020/02/Project-Cargo-Special-Transportation.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2020/02/Project-Cargo-Special-Transportation.jpg	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/index.html)
21:30:53	109686/109686	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/our-solutions/warehousing-distribution/_wp_link_placeholder.html	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/our-solutions/warehousing-distribution/_wp_link_placeholder.html	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/index.html)
21:30:53	40702/40702	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2020/02/Cross-Dock-Truck-Loading-Pallets.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2020/02/Cross-Dock-Truck-Loading-Pallets.jpg	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/index.html)
21:30:53	5499/5499	---M-Z	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/wp/v2/pages/1035.json	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/wp/v2/pages/1035.json	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/global-3pl-services/index.html)
21:30:54	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2019:30:54%20GMT	https://expresscourierlimited.com/index7849.html?p=1035	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/index78497849.html	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/global-3pl-services/index.html)
21:30:54	73/73	---M--	200	added ('OK')	application/json	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embedf63f.json?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Fwarehousing-distribution%2Fglobal-3pl-services%2F	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embedf63f1365.json	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/global-3pl-services/index.html)
21:30:54	132/132	---M--	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-json/oembed/1.0/embed1433?url=https%3A%2F%2Fwww.expresscourierlimited.com%2Four-solutions%2Fwarehousing-distribution%2Fglobal-3pl-services%2F&format=xml	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-json/oembed/1.0/embed14339765.html	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/global-3pl-services/index.html)
21:30:54	67676/67676	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jun%202021%2005:52:10%20GMT	https://expresscourierlimited.com/wp-content/uploads/2020/02/3PL-USA-North-America.jpg	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/wp-content/uploads/2020/02/3PL-USA-North-America.jpg	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/global-3pl-services/index.html)
21:30:55	93899/93899	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2020:10:36%20GMT	https://expresscourierlimited.com/locations/round-rock-texas/index.html	C:/Users/Fisher/Desktop/gte/cr/expresscourierlimited.com/locations/round-rock-texas/index.html	(from https://expresscourierlimited.com/our-solutions/warehousing-distribution/global-3pl-services/index.html)
